sentence,language
ژن و دنیای جەنگ سەمەد زەنگەنە 6 / 1 / 2010 ژن لەدونیای جەنگدا,Kurdish
چەند پرسیارێک لەسەید عومەر سەید عەلی بەشی هەواڵ و سیاسەت 7 / 1 / 2010 بەڕێز,Kurdish
شمەکێکی جوان و تازەو ڕەنگاوڕەنگە ؟ شیرین .,Kurdish
باڵەکایەتیش شەهیدی سەنگەری هەیە شوان وەسانی,Kurdish
نەستەلەیەک پڕ پڕ لەژەهر . ! ئەسعەد جەباری 10 / 1 / 2010 هەمیشە لەگەڵ پێشکەوتن و داهێناندام ، بەردەوام دیمەنێ یان تازەگەرییەک دەبینم شاگەشکە دەبم و دڵخۆشدەبم ، دەزانم دەرمانی دەردی کۆمەڵگەی ئێمە عیلم و عیرفانە ،,Kurdish
پۆینتەکەی کاسبیە ! ئەڤین ئیبراهیم فەتاح 11 / 1 / 2010 بەگشتی دوو جۆر میتۆد بۆ توێژینەوەی کۆمەلاتی هەیە : چەندێتی ( کوانتتی ) و چۆنیەتی ( کواڵیتی ) . یەکەمیان پشت بەژمارە دەبەستێت ، واتا ، لەشوێنی توێژینەوەکە و لەسەر بابەتەکە ژمارە کۆدەکاتەوە,Kurdish
دانانەوە یان دانەنانەوە ئارێز عەبدوڵڵا 11 / 1 / 2010 هەرکە کاتی هەڵبژاردن هات ، جا ئەو هەڵبژاردنە بۆ ئەنجومەنی نوێنەران,Kurdish
خۆپیشاندان لەنێوان مافی ڕەوای,Kurdish
ئاستەنگەکانی بەردەم ڕۆژنامەگەریی لەکوردستاندا ڕێبین تەنیا کەریم 14 / 1 / 2010 هەر لەسەرەتای دروستبوونی مرۆڤەوە ڕاگەیاندن بەشێک بووە لەژیان و تێکەلاوبوونی شێوازە جۆراوجۆرەکان بۆ جیهانی لێکتێگەیشتن لەهەموو سەردەم و ئان و ساتەکاندا ، نموونەش,Kurdish
ڕای بینەران د . شێرکۆ عەبدوڵڵا 16 / 1 / 2010 باوەڕتان بێت ڤێتنامی ئێستا چەندێک دۆلاری لەلا عەزیزە ، پێنج شەش قەڕنێک لەمەوپێشیش ئەوروپییەکان ئەوەندە و بگرە زیاتریش بەهاراتیان لەلا عەزیز بووە ، چونکێکم کردوویانە بەگۆشتەوە بۆ ئەوەی بۆگەن نەکات ، دیارە بەهاراتیش هەر لەهندستاندا,Kurdish
خۆپیشاندان لەنێوان مافی ڕەوای ناڕەزایی و قۆستنەوەیدا بۆ توندوتیژیی کوردستانی نوێ _ بەشی چوارەم و کۆتایی 16 / 1 /,Kurdish
"هەرێمی کوردستان دارقەزوان لەبیردەکات سلێمانی - بورهان حەسەن 17 / 1 / 2010 "" بۆئەوەی لەئابوریی هەرێمدا سودی لێوەربگیرێت پێویستی بەبەرنامە و بودجەی تایبەتە "" هەندێک لەناوچەشاخاوییەکانی هەرێمی کوردستان ،",Kurdish
ڕۆحتان شاد شەهیدان ئیدریس عەلی 17 / 1 / 2010 سەرەنجام دوێنی دادگای بالای تاوانەکانی عێراق سزای تاوانبارانی کیمیابارانی شاری هەڵەبجەیان ئاشکرا کرد ، پاش سی,Kurdish
فەرمانڕەوایەتی قەرەقوش لەمیسر ( 1168 - 1200 ز ) د . شێخ عەتا عەبدولڕەحمان * 18 / 1 / 2010,Kurdish
سەربەخۆیی و ئازادبوون بەکێ دەفرۆشنەوە ؟ جەمال ئارێز 18 / 1 / 2010 ماوەی چەند ساڵێکە چەند ڕۆژنامەو گۆڤارو سایتێکی ئەلیکترۆنی وەک سیاسەتی ڕەسمیی خۆیان بووبێت یان وەک بیروڕای چەند ڕۆژنامەنووسێک ، بەراست و چەپدا کەوتوونەتە,Kurdish
گومان دەکرێت سەردانەکەی باراک پەیوەندییەکانی ئەنقەرە و تەلئەبیب بۆ دۆخی جاران بگێرێتەوە ئا : سەناریا کاوە 19 / 1 / 2010 ڕۆژی یەکشەممە تورکیا و ئیسرائیل بڕیاری بەردەوامبوونی پەیوەندییەکانیاندا بەتایبەتی لەبواری سەربازیدا . ئەمەش,Kurdish
شتێکی تر د . شێرکۆ عەبدوڵڵا 20 / 1 / 2010 کورد کە لەنەخۆشییەک چاک دەبێتەوانێ و,Kurdish
هەڵەبجەو دادگای بالا لەتیف فاتیح فەرەج 20 / 1 / 2010 Normal 0 false false false MicrosoftInternetExplorer 4,Kurdish
ئیخوان موسلیمین و شاردنەوەی قەیران حەسەن یاسین 21 / 1 / 2010 ڕێکەوت وایکردووە ( محەمەد مەهدی عاکف ) ی حەفتەمین ڕابەری ئیخوان موسلیمین و ( جەماعەت,Kurdish
پێویستە ڕێوشوێنی پشکنینی ئایدز لەکوردستاندا بگۆڕدرێت ن :,Kurdish
بەڕێوەبەری گشتیی پلاندانان : ئێمە جووتیاران لەبیر ناکەین سازدانی : ئەسرین محەمەد 24 / 1 / 2010 گرنگیدان بەکشتوکالا و سەرچاوەکانی ئاو یەکێکە لەئەولەویاتی کارەکانی کابینەی شەشەم . عەلی ڕەشید بەڕێوەبەری گشتیی پلاندانان و بەدواداچوون لەوەزارەتی کشتوکاڵ و سەرچاوەکانی ئاو لەچاوپێکەوتنێکی کوردستانی نوێ,Kurdish
عەبدوللا عەلیاوایی : لابردنی ناوی 500 کاندید هیچ کاریگەری لەسەر هەڵبژاردن نابێت ڕاپۆرتی : ڕامان عوسمان 24 / 1 / 2010 هەوڵی پاشماوەکانی بەعس و شۆڤێنیەکان و گەڕانەوە بۆ ناوەندەکانی بڕیار لەعیراقدا چی لەرێگەی کودەتای,Kurdish
نەخۆشی خەمۆکی و پاراستنی منداڵەکەت لە,Kurdish
ڕۆحی هەموو دژ بەهەموو پۆلا سەعید 25 / 1 / 2010 یەکێک لەکێشە سەرەکییەکانی کۆمەڵگای ئێمە بریتییە لەو ڕۆحە دڕندەیەی ، کەلەسەر دەستی چەند سیاسییەکی ئێمەو لەوانیشەوە کاوسالانە بۆ خەڵکانێکی تر پراکتیزە دەکرێت و هەوڵی بەکەلتوورکردنی دەدرێت . ئەم جولانەوە بەکۆمەڵە ، جولانەوەیەکی ترسناکە ،,Kurdish
ئەجیندای کابینەی شەشەم سەرباز جەوهەر 26 / 1 / 2010 بەڕێوەبردنی حکومەت لەڕووی ئیداری و ئابووریی لەلایەک و سیاسیش بەمانایەکیتر ئەهەمیەتی خۆی هەیە ، چونکە بەڕێوەبردنی حکومەتێک کەچەندین وەزارەت و دامەزراوەو یەکەی ئیداری و پەروەردەیی و زانستی و .,Kurdish
نۆ یەکتربڕ لەشوێنە جیاوازەکانی شارو ئۆڤەر پاسێک لەسەرچنار,Kurdish
ملیۆن پەتی سێدارە بۆ کیمیاوی,Kurdish
ڕاگەیاندنی یەکێتی چۆن بێت ؟ شادمان مەلا حەسەن 27 / 1 / 2010 کاتێک دوو تیم دەکەونە بەرامبەر یەکتر ، جائەم کەوتنە بەرامبەرە بەیەکدادان بێت لەجەنگ ، یان یاری و وەرزش بێت ، سیاسەت یان بواری بازرگانی,Kurdish
بنەماکانی گەشەپێدانی هێزی,Kurdish
ئەردۆغان : پاشەکشە نییە لەنەخەشەی کورد ئیلاف 28 / 1 / 2010 ڕەجەب تەیب ئەردۆغان سەرۆک وەزیرانی تورکیا تەئکیدیکردەوە کەهیچ پاشەکشێیەک لەنەخشەکەی حکومەت بۆ کرانەوەی دێموکراسی تایبەت بەکێشەی کورد لەپێناو نەهێشتنی تیرۆردا نییە ، ئەردۆغان لەکۆبوونەوەیەکیدا لەگەڵ پارێزگارەکاندا لەئەنقەرە ئەوەی ڕاگەیاندو گوتی,Kurdish
نەقیب خۆشەوی : حکومەت سزای توندی بۆ ئەنجامدەرانی توندوتیژیی دژی ژنان داناوە سۆران - هەڤاڵ مەلا,Kurdish
سەرپێچی دەکات و ناڕازیشە ! هێمن عەلی 31 / 1 / 2010 لەبەر ئەوەی کاکی شۆفێر لەسەر سەر پێچی لەیاساو گوێنەدان بەرێنماییەکانی هاتووچۆ ( غەرامە کرا ) بڕیاری دا لەهەڵبژاردندا دەنگ نەدات .,Kurdish
چەند هەڵوێستەیەک لەیادی کارەساتی یەکی شوباتدا دێدەوانی یەعقوب 31 / 1 / 2010 وەنەبێت کارەساتی یەکی شوبات یەکەمین کارەساتی کۆمەڵکوژی کورد بێت ، چونکە لەمێژووی ڕزگاریی نەتەوەی کورددا چەندین کارەساتی کۆمەڵکوژی زۆر زیاتر ڕوویانداوە . هەروەک کارەساتی یەکی شوبات یەکەمین ڕووداویش,Kurdish
هاوسەران پرس و ڕا بە یەکتری دەکەن ؟ ! هەولێر / گوڵڤین,Kurdish
هەرێمی کوردستان خاوەنی 127 چاپخانەیە کوردستانی نوێ 1 / 2 / 2010 هەولێر ، فەتاح حەسەن قەلاتی دهۆک ، سالار محەمەد دۆسکی کفری ، دیار جەمال لەئێستادا لەهەرێمی کوردستان ، 123 چاپخانەی ئەهلی و 4,Kurdish
قوڕبەسەرییەکانی نۆی نیسان محەمەد کەریم 2 / 2 / 2010 2 - 2 لەبەشی یەکەمی ئەم وتارەدا باسی,Kurdish
دوای کوشتنی ، ئەوانی تر چییان لێدێت ؟ ! تارا فایەق 3 / 2 / 2010 وەکو چۆن هەموو,Kurdish
تەماهیکردنی وێنەی حکومەت و یەکێتی ، کارەسات دەخوڵقێنێت ! عەدالەت عەبدوڵڵا 3 / 2 / 2010 2 - 2 بۆچی ئەم پرسیارانەش نەکەین ؟ لێرەدا مەبەستمە زۆر بەسادەیی ڕەخنە لەلۆژیکی سادەکردنەوەی پرسەکان بگرم,Kurdish
ئەگەر عێراقی بوومایە تاڵەبانی - م هەڵدەبژاردەوە شەلال گدو * 3 / 2 / 2010,Kurdish
پێش هەڵبژاردن کێ شەقام ئاشت دەکاتەوە حکومەت یان حیزب ؟ سەرباز جەوهەر 4 / 2 /,Kurdish
لایت د . شێرکۆ عەبدوللا 6 / 2 / 2010 حوکمی حاکم و ئەمری عەولەمە گیانە کە دنیا وای لێ هاتووە مەوزوعی هیچ و پووچ لەپەراوێزەوە پلەکەی بەرز بکرێتەوە بۆ ناو مەتن,Kurdish
یەکێتی و کەلتووری ڕەخنە کاوسێن بابەکر 6 / 2 / 2010 لەنێوان بیرو بۆچوونە جیاوازەکاندا ڕەخنە وەک چۆن ئامرازێک بووە بۆ نوێبونەوە و گفتوگۆی هەمەلایەن و ڕوونکردنەوەی زیاتر ، زەرورەتێکی پێشڤەچوون و گەشەکردنی زانست,Kurdish
10 بەرگ ، پڕاوپڕ بەخۆڕاگریی هەولێر هەولێر - کاوە حەمەعەزیز 7 / 2 / 2010 ئینسایکلۆپیدیای هەولێر ، لەسەر ئەرکی کۆسرەت ڕەسول چاپدەکرێت دوای زیاتر لەچوارساڵ کارکردن بۆ نوسینەوەو لەچاپدانی ئینسایکلۆپیدیای هەولێر لەچەند ڕۆژی,Kurdish
تاوانباران بەبێ سزا بۆی دەرناچن هەولێر - تەها عەبدوڵڵا 8 / 2 / 2010 ژنانی هەرێم ، زیاتر لە 2600 سکالایان تۆمارکردووە بەڕێوەبەرایەتی بەدواداچوونی توندوتیژیی دژ بەژنان ، لەکۆنگرەیەکی ڕۆژنامەنووسیدا کە چەند ڕۆژێک لەمەوبەر لەشاری هەولێر بەسترا ڕاپۆرتی سالانەی خۆیانی بۆ,Kurdish
پراکتیک و مامەڵە پۆلا سەعید 8 / 2 / 2010 مرۆڤ خاوەنی ئازادییەکی سروشتییە ، کە لەڕێگایەوە ، دەتوانێت لەنێوانی چەندیین بوار و هەلومەرجی ناو,Kurdish
ڕۆژی مورافەعەکە سەرنووسەر 8 / 2 / 2010 ڕۆژی مورافەعە گەورەکە ، ڕۆژی پێداچوونەوەیە بەو زوڵمە مێژووییەی لەکوردو کوردستان ، لەکەرکوک و پێکەوەژیانی نەتەوەکان لەو شارە کراوە ، ڕۆژی مورافەعە گەورەکە لەسەر کەرکوک ڕۆژی بانگەوازە بۆ دامەزراندنی عێراقێکی نوێ کە لەگەڵ مێژوو و جوگرافیا ئاشت ببێتەوە و,Kurdish
کەسوکاری ئەنفاکراوەکان ، بەرەو گوزەرانێکی باشتر کفری - دیار جەمال 9 / 2 / 2010 ( هەموو کەسوکارێکی ئەنفالکراو زەوی,Kurdish
ئایا پیاو زوڵمی لێناکرێت ؟,Kurdish
چۆن دەتوانین تەڵەی بێئاگاکان پوچەڵ بکەینەوە ؟ ئەحمەد فەتاح وەلی 10 / 2,Kurdish
ڕاستەوخۆ بۆ محەمەد تۆفیق ڕەحیم زانکۆ مستەفا 10 / 2 / 2010 بوون و نەبوونی د . بەرهەم ئەحمەد ساڵح بەسەرۆکی حکومەتی هەرێمی کوردستان گرەوی زۆری لەسەرکراو لەکاتی خۆیدا بەشێکی زۆری,Kurdish
یەکێتی لەسێ قۆناغی جیاوازدا نسار شێخ مستەفا 11 / 2 / 2010,Kurdish
ئازاد بەرواری : کورد لەگەڵ تۆڵەکردنەوەدا نییە سۆمەریە نیوز - و : دارا عومەر حەمە 11 / 2 /,Kurdish
کوردستانیانی ئەڵمانیا ، دەنگ بە هاوپەیمانیی کوردستان دەدەن ئەڵمانیا - شەهاب عوسمان 13 / 2 / 2010 پەرلەمانی عێراق ، سەنگەری خەباتی دێموکراسییە بۆ پارێزگاری لە دەستکەوتەکانی میللەتەکەمان کوردستانیانی دانیشتووی ئەڵمانیا کە ڕێژەیەکی گەورەی ڕەوەندی عێراقی پێکدێنن لەو ولاتە ،,Kurdish
نیلییەکان ، دانیشتوانی تووی مەلیک و سەهۆڵەکەیان هەراسانکردووە کوردستانی نوێ ، ئاراز و یاسین و گۆران,Kurdish
گوزارشت لەپرۆسەی چارەنووسسازی هەڵبژاردن دەکەن ڕاپۆرتی : دڵشاد عومەر کاکی 14 / 2 / 2010 ڕەوەندی کوردی لەئەڵمانیا کەبەیەکێک لەگەورەترین ڕەوەندەکانی کورد لەئەوروپا دادەنرێت ، بەپەرۆشییەوە دەڕواننە پرۆسەی چارەنووسسازی,Kurdish
کەرکوک لەبەردەم مەترسیدایە ، بۆیە پێویستە دەنگ بدەین,Kurdish
ژن و بەشداریکردنیان لەهەڵبژاردندا مونیرە مەخمووری 15 / 2 / 2010 دەنگدان ، مافێکی تایبەتی تاکە کەسە و پێویستە لەسەر هەر تاکێک کە تەمەنی یاسایی خۆی تێپەڕاندبێ بەشداریی لەو پرۆسە چارەنووسسازەدا بکات کە دواجار,Kurdish
بایەخی ئەنجومەنی نوێنەران بۆ گەلی کوردستان چییە ؟ خەلیل عەبدوڵڵا 15 / 2 / 2010 ڕۆژی 7 ی ئازاری داهاتوو ، جارێکی تر کۆمەلانی خەڵکی عێراق بەهەموو پێکهاتەو ڕەنگەکانەوە دەچنەوە بەردەم سندوقەکانی دەنگدان و,Kurdish
دەنگدانی فرەڕەهەند کوردستانی نوێ 15 /,Kurdish
بەئەرکی شەرعی دەزانم,Kurdish
دیوار توانا ئەحمەد 16 / 2 / 2010 گۆڤاری سڤیل لەدوا ژمارەی خۆیدا لەسەر بەرگی دەرەوەی نووسیویەتی ( تادێت کۆسرەت ڕەسوڵ تەنیاتر دەمێنێتەوە ) ، ڕەنگە مەبەستی ئەوانەی ئەو مانشێتەیان بۆ ئەو گۆڤارە,Kurdish
ڕاپۆتێکی شیکاریی سەبارەت بە هۆکارەکانی پووکانەوەی بزووتنەوەی گۆڕان سەرتیپ جەوهەر 17 / 2 / 2010 گروپی گۆڕان لەدوای ساڵی 2008 بەشێوەیەکی دیکە کەوتنە کارکردن ، کارکردنێک لەوەی بەرەبەرە خۆیان ئاشکراکرد کە ئەوان گروپێکی تۆراوی ناو یەکێتیی نیشتمانیی کوردستان نین ، بەڵکو گروپێکن,Kurdish
لەبەردەم پرۆسەی هەڵمەتەکانی بانگەشە و هەڵبژاردندابەڕێکردنێکی شارستانییانە_ ( 3 ) حاکم قادر حەمەجان عەزیز 17 / 2 / 2010 قەوارە سیاسییە بەشداربووەکانی هەڵبژاردنەکەی ئەندامانی ئەنجومەنی نوێنەرانی عێراق باش ئەو ڕاستییە دەزانن ، کەئاسایشی ناوخۆ بێلایەنانە و زۆر بەپیشەیی کاریکردووە,Kurdish
پێشمەرگە دێرینە دانەبڕاوەکانی هەولێر : دەنگمان بۆ پاڵێوراوەکانی ی.ن.ک و لیستی 372 دەبێت هەولێر - سەباح شوکر 18 / 2 / 2010 پێشمەرگە دێرینە دانەبڕاوەکان ، ئاماژەبەوەدەکەن,Kurdish
د . جەزا تۆفیق تاڵیب : کار بۆقەرەبووکردنەوەی زیانلێکەوتووان دەکەم دیداری : ئاراز ڕەمەزان,Kurdish
ڕزگاربوون لەخەونی دەوڵەت خالید سلیمان 20 / 2 / 2010 لەهەنگاوێکی چاوەڕواننەکراودا سەرۆک وەزیرانی پێشووتری هەرێمی کێبێک لەکەنەداو ، سەرکردەی ناوداری پارتی ( کێبێکوا ) کەپارتێکی نەتەوەیی و سەربەخۆخوازی خەڵکی فەرەنسی زمانی کەنەدایە ، کۆتایی خەونبینینی بەدەوڵەتێکی سەربەخۆوە ڕاگەیاندو جامێ ئاوی,Kurdish
پرسی هەڵبژاردن و ئایندەمان گەیلان,Kurdish
ئەها باوکم خوا قەزای بخات لەمن ! هەڤاڵ ئیبراهیم 21 / 2 / 2010 لەم شەوانەدا بەڕێکەوت,Kurdish
هاوولاتیانی سەیدسادق ستایشی حکومەت دەکەن و دەنگ بەکاندیدەکانی یەکێتی دەدەن سەیدسادق - هاوکار محەمەد ، سیروان,Kurdish
ئەی چەکدارەکانی ئێوە چین و سەربەکوێن ؟ شوان وەسانی 22 / 2 / 2010 کێ لەئێمە هێزی پێشمەرگە ناناسێت ؟ کامە کورد هەیە چالاکیەکانی هێزی پێشمەرگەی لەبیر چوبێت کەرژێمی بەعسیان تەنگەتاو دەکرد و هەر سەرلەئێواران گوندەکان و جادە و بانەکانی نزیک لەپێگەی پێشمەرگەیان جی ئەهێشت,Kurdish
لای گۆڕان بەرەی تورکمانی دۆستە و پێشمەرگەش چەتەیە ! ! دڵزار حەسەن 23 / 2 / 2010 خەریکە لیستی گۆڕان بەهۆی ئەو هیستریایەی تووشی بووە ، هەڵەی مێژوویی و نەتەوەیی و نیشتمانی گەورە بکات کەمومکین,Kurdish
چەواشەکارییەکانی میدیایەکی تەرەفگیر ئازاد تۆفیق 23 / 2 / 2010 ڕاستییەکی حاشا هەڵنەگرە کەئەمڕۆ هیچ کەسێک,Kurdish
دانیشتوانی ناحیەی زەڕایەن کاندیدەکانی یەکێتیی نیشتمانیی کوردستان هەڵدەبژێرن شارەزوور - سامان سەرحەد 24 / 2 / 2010 چین و توێژەکانی ناحیەی زەرایەنی قەزای شارەزوور جەخت لەوە دەکەنەوە دەنگ بۆ کاندیدەکانی یەکێتیی نیشتمانیی کوردستان دەدەن لەناو لیستی هاوپەیمانییی 372 دا ، لەبەرئەوەی کاندیدەکان بەکەسانی,Kurdish
نەوشیروان مستەفا لەدەرەوەی بەرپرسیاری ئاری مەعروف 24 / 2 / 2010 نەوشیروان,Kurdish
گەندەڵی و خزم خزمێنە ، دیاردەیەکی بەرچاوی ناو لیستی گۆڕانە ڕانیە - کامەران عەبدە ساڵح 25 / 2 / 2010 عیسمەت نێروەیی ، بەرپرسی پێشووی نووسینگەی دهۆکی لیستی گۆڕان ، لەچاوپێکەوتنێکیدا لەگەڵ کوردستانی نوێ ، باسلەوەدەکات کە هەموو ئەو تۆمەتانەی لەلایەن لیستی گۆڕانەوە دەدرێنە پاڵ یەکێتیی,Kurdish
تەپڵ لێدەرەکانی پەرلەمان هاوری ڕواندزی 25 / 2 / 2010 دەپرسم لەپەرلەمانتارە تەپڵ لێدەرەکانی فراکسیۆنی گۆڕان بودجەیەک کەهەمووی بۆ خزمەتکردنی خەڵکی کوردستان,Kurdish
پەرلەمان بەخوێن و ماندووبوونی ئێمە هاتووەتەدی کوردستانی نوێ ، لەپەیامنێرانمانەوە 25 / 2 / 2010 ڕێپێوان و ناڕەزایەتییەکانی پێشمەرگە دێرینەکان و کەسوکاری شەهیدان ڕۆژ بەڕۆژ لەزیادبووندایە لەبەرامبەر هەڵوێست,Kurdish
ڕاستی فەرموو جەمال,Kurdish
عادل عەبدوڵڵا حەمەد : چونکە کوڕە هەژار بووم ، کار بۆ هەموو هەژارانی کوردستان دەکەم دیداری : شوان وەسانی 26 / 2 / 2010 عادل عەبدوڵڵا حەمەد ، کاندیدی ژمارە 13 ی یەکێتی نیشتمانی کوردستان لەسەر لیستی هاوپەیمانی کوردستان 372 لە پارێزگای سلێمانی ، بۆ هەڵبژاردنی پەرلەمانی داهاتووی,Kurdish
شەڕی بەغدا پێویستی بە جورئەتە سەناریا کاوە 26 / 2 / 2010 ماوەیەکە بانگەشەی هەڵبژاردنەکانی ئەنجومەنی نوێنەرانی عێراق دەستیپێکرد و هەموو,Kurdish
سلاو لەجەماوەری خرۆشاوی کوردستان بارزان شێخ عوسمان 26 / 2 / 2010 دەتانبینم . هەموو ڕۆژێک دەتانبینم . لەزاخۆوە تادهۆک و حەمرین و خانەقین و کەلار و کفری و دەربەندیخان لەوێشەوە بۆ جەبارەو قۆرەتوو,Kurdish
لەکۆتاییدا موفاجەئەی گردەکە گۆرانیی ڕاپە هەورامان کامەران 27 / 2 / 2010 نەوشیروان مستەفا سەردانی کەرکوکی کرد ، قسەی بەحکومەت وتوو گوتیشی : تەنیا درۆو دراویان,Kurdish
بودجە بودجەیە و کەرکوکیش کەرکوک دارا عومەر حەمە 27 / 2 / 2010 کەس نییە لاری لەئۆپۆزسیۆن هەبێت ، بەلام چۆن ئۆپۆزسیۆنێک ! ئەوەی لیستی کۆمپانیای وشە دەیکات و کردوویەتی بەڕاستی لەکردەوەی ئۆپۆزسیۆن ناچێت ، ئۆپۆزسیۆنی ڕاستەقینە ئەوەیە,Kurdish
بۆ وا خێرا یەحیای جیهاز 27 / 2 / 2010 بەڕاستی سەیرو سەمەرەیە ! چەند کەسێکی کەم ئەزموون لەسیاسەت و کەم ئەزموون لەخەبات و قوربانیدان بتوانن ئەو هەڤاڵ و بەرپرسانەی کەهەتا دوێنێ سەرکردەی سیاسی و سەربازیی بوون لەناو هێزێکی گەورەو بەهێزی وەک ی.ن.ک بخەڵەتێنن و,Kurdish
پەرلەمانتارە دوو دەستەکە سامان سەرحەد 28 / 2 / 2010 ئەگەر بەوردیی سەیری کەناڵەکانی کۆمپانیای وشە بکەین ، خۆی بەداکۆکیکاری هەموو چین و,Kurdish
جەمال غەمبار دێتەوە ئیدریس عەلی,Kurdish
عەدنان حوسێن مەحمود : دۆزینەوەی هەلی کار و دامەزراندنی کەسانی خاوەن بڕوانامە لەپێشەوەی کارەکانمەوەن دیداری : دیار جەمال 1 / 3 /,Kurdish
خوێندنەوەیەک لەدەرەوەی ململانێکانمان و,Kurdish
کوردستانیان لەهەڵبژاردنی ئێستای عێراقدا,Kurdish
دروشمی نەفەس,Kurdish
گەنجانی ئەڵلایی : دەنگدان بەکاندیدەکانی,Kurdish
تەپڵ لێدەرەکانی گۆڕان هونەر عەلی 1,Kurdish
پێگە جەوهەر کرمانج 1 / 3 / 2010 مکۆم و قایمکردنی پێگە لەهەموو بوارەکاندا کارێکی پێویستە بۆ مرۆڤ بۆ ئەوەی بتوانێت بەدڵنیاییەوە لەسەری,Kurdish
کاندیدەکانی ی.ن.ک خاوەنی ئەزموون و بڕوانامەی بەرزن ، بۆیە جێی متمانەی خەڵکن کوردستانی نوێ 2 / 3 / 2010 سەبارەت بەگرنگی هەڵبژاردنی ئەم جارەو بەشداریکردنی کارای هاوولاتیان لەرۆژی دەنگدان بۆ بەدەستهێنانی تەواوی مافە ڕەواکانی خەڵکی کوردستان و بەهێمنی بەڕێوەچوونی هەڵمەتی بانگەشەی هەڵبژاردن لەشاری,Kurdish
ڕۆڵی ژنان لەهەڵبژاردنی ئەمجارەدا گوڵڤین موزەففەر 2 / 3 / 2010 هەڵبژاردن ئەو پرۆسە سیاسیەیە کە لەزۆربەی ولاتانی جیهان بەڕێوەدەچێت ، لەهەڵبژاردنی ئەمجارەی ئەنجومەنی نوێنەرانی عێراقدا کە لە 12 / 2 / 2010 یەکەم هەڵمەتی بانگەشەکردنی هەڵبژاردن دەستی پێکرد و ناوی کاندەکانی ی.ن.ک,Kurdish
هەموو ڕووبار و کانیاوو جۆگەکان دەڕژێنە ناو دەریا سەوزەکەوە هۆڵەندا ، کامەران ئەحمەد سلێمان 2 / 3 / 2010 یەکێتیی نیشتمانیی کوردستان وەکو دەریایەک وایە لەهەموو ڕووبارێک و کانیاو و جۆگەکانەوە دەڕژێنە ناو ئەو دەریا سەوزەوە ، لەگەلا ئەوەی زۆرجار هەوڵدەدرێت بۆ ماوەیەکی,Kurdish
دانانی بەربەست لەبەردەم پەسەندکردنی بودجە ، زیان بەخەڵکی کوردستان دەگەیەنێت هەولێر ، تەها عەبدوڵڵا 2 / 3 / 2010 گفتوگۆکانی ناو پەرلەمانی کوردستان سەبارەت بەبودجەی هەرێم بەردەوامەو تائێستا ( 9 ) دانیشتیت نائاسایی بۆ ئەنجامدراوەو نزیکەی ( 18 ) ماددەی پەسەندکراوە ، سەبارەت بەکاریگەریی,Kurdish
تاهیر تۆفیق سەعید : داواکارم لەهاوولاتیان,Kurdish
بێڕێزی بەنەتەوەکەم مەکەن و فەرموون بۆ پەرلەمان هەندرێن وریا 3 / 3 / 2010 هەر نەتەوەیەکی بێ دەوڵەت و هەموو گەلە ئازادیخوازەکانی مێژوو ئەوانەی بەدوای دەستەواژەگەلێکی وەک دێموکراسی و مافی مرۆڤ و گشت ( یزم,Kurdish
سەلاح بەرواری : مام جەلال هەر پێشبینییەکی کردبێت وەک,Kurdish
ڕۆڵی کوردانی تاراوگە لەهەڵبژاردنی داهاتوودا دەبێت,Kurdish
8 ساڵ تەئیدی گۆڕان دەکات ، ئەی دوای ئەوە ؟ محەمەد ئەحمەد 3 / 3 / 2010 کرێکار کە ناسراوە بە ( مەلا کرێکار ) ، لەیەکێک لەوتەکانیدا دەڵێت : ( من بۆ ماوەی 8 ساڵ تەئیدی گۆڕان دەکەم ) ئێمەش دەپرسین ، بۆچی,Kurdish
زانا ئاینییەکانی باڵەکایەتی ، لەگەڵ هاوپەیمانیدان هەولێر - فەتاح حەسەن قەلاتی 4 / 3 / 2010 دەڤەری باڵەکایەتی وەک ناوچەیەکی گرنگ بۆ هەڵگیرسانەوەو درێژەدان بەشۆڕشەکانی کورد بەتایبەتیش لەهەروو شۆڕشی ئەیلول و شۆڕشی نوێی گەلەکەمان ، هەروەها لەبواری ئاینیشەوە ئەم ناوچەیە هەمیشە پێگەیەکی گرنگی خزمەتکردنی ئایین,Kurdish
موزایەدە و ئەفسانەی نانبڕاوەکانیش کۆتایی پێهات ئا,Kurdish
نوێنەرانمان لەبەغدا چییان بەدەستهێناوە ؟ خەلیل عەبدوڵڵا,Kurdish
ئەمانە لەکوێوە هاتوون ؟ حەمە عەلی غەریب 5 / 3 / 2010 هەرکات گوێ لەوتارە توکێڵدارەکانی سەرانی گردەکە دەگریت ئەگەر شارەزای مێژوو و خەباتی خەڵکی هەرێمی کوردستان نەبیت وا,Kurdish
پشتیوانیی و هاوسۆزیی لەگەڵ لیستی هاوپەیمانی ئەرکێکی نەتەوەیییە عەلی شمدین 5 / 3 / 2010 بەراستی مەراسیمی پڕوپاگەندە و ڕیکلام و بانگەشەی هەڵبژاردنەکان ،,Kurdish
